"Id","Sales"
3430,4600.44
28254,6228.93
9422,4600.44
32534,6228.93
36814,6115.24
18838,6228.93
23118,6115.24
4286,6228.93
14558,6115.24
38526,6115.24
12846,6115.24
6854,6228.93
25686,6115.24
21406,4600.44
23974,6115.24
7710,6228.93
37670,6115.24
31678,6228.93
5998,6228.93
5143,6114.76
22263,6114.76
4287,6114.76
26543,6094.73
10279,6114.76
24831,6094.73
27399,4473.46
29111,6114.76
18839,6114.76
23975,6094.73
11135,6094.73
25687,6094.73
19695,6114.76
30823,6114.76
13703,6094.73
15415,4473.46
33391,4473.46
9423,4473.46
29967,6114.76
17983,6114.76
14559,6094.73
35959,6094.73
2575,6094.73
8567,6114.76
32535,6114.76
6855,6114.76
863,6094.73
3431,4473.46
39383,4473.46
23119,6094.73
21407,4473.46
20551,6114.76
40239,6114.76
16271,6114.76
7711,6114.76
37671,6094.73
12847,6094.73
28255,6114.76
31679,6114.76
5999,6114.76
36815,6094.73
35103,6094.73
17127,6114.76
1719,6094.73
11991,6094.73
34247,6114.76
7,6094.73
38527,6094.73
33392,3786.17
26544,5319.97
15416,3786.17
23120,5319.97
9424,3786.17
10280,5193.04
3432,3786.17
22264,5193.04
35960,5319.97
13704,5319.97
27400,3786.17
24832,5319.97
28256,5193.04
25688,5319.97
4288,5193.04
2576,5319.97
7712,5193.04
6856,5193.04
30824,5193.04
5144,5193.04
11136,5319.97
39384,3786.17
14560,5319.97
21408,3786.17
35104,5319.97
40240,5193.04
31680,5193.04
864,5319.97
20552,5193.04
8568,5193.04
23976,5319.97
29968,5193.04
36816,5319.97
38528,5319.97
17128,5193.04
34248,5193.04
16272,5193.04
29112,5193.04
8,5319.97
32536,5193.04
12848,5319.97
11992,5319.97
17984,5193.04
6000,5193.04
19696,5193.04
18840,5193.04
37672,5319.97
1720,5319.97
9425,3665.67
23121,5426.58
7713,5218.72
22265,5218.72
23977,5426.58
13705,5426.58
24833,5426.58
5145,5218.72
35105,5426.58
3433,3665.67
30825,5218.72
10281,5218.72
34249,3665.67
28257,3665.67
33393,3665.67
11137,5426.58
15417,3665.67
865,5426.58
35961,5426.58
25689,5426.58
27401,3665.67
4289,5218.72
39385,3665.67
38529,5426.58
20553,5218.72
36817,5426.58
2577,5426.58
29969,5218.72
32537,5218.72
37673,5426.58
19697,5218.72
14561,5426.58
21409,3665.67
12849,5426.58
40241,5218.72
18841,5218.72
31681,5218.72
16273,5218.72
26545,5426.58
29113,5218.72
17985,5218.72
8569,5218.72
11993,5426.58
1721,5426.58
6857,5218.72
6001,5218.72
17129,5218.72
9,5426.58
23122,5867.74
39386,4241.76
35106,5867.74
13706,5867.74
24834,5867.74
36818,5867.74
8570,5853.05
3434,4241.76
4290,5853.05
27402,4241.76
26546,5867.74
19698,5853.05
5146,5853.05
40242,5853.05
2578,5867.74
29970,5853.05
33394,4241.76
30826,5853.05
15418,4241.76
25690,5867.74
28258,5853.05
38530,5867.74
9426,4241.76
32538,5853.05
6002,5853.05
31682,5853.05
37674,5867.74
35962,5867.74
21410,4241.76
34250,5853.05
22266,5853.05
17130,5853.05
29114,5853.05
866,5867.74
16274,5853.05
7714,5853.05
14562,5867.74
10282,5853.05
18842,5853.05
17986,5853.05
6858,5853.05
1722,5867.74
11138,5867.74
23978,5867.74
20554,5853.05
10,5867.74
11994,5867.74
12850,5867.74
3435,3215.99
8571,4667.87
33395,3215.99
32539,4667.87
5147,4667.87
30827,4667.87
2579,4659.62
25691,4659.62
19699,4667.87
7715,4667.87
22267,4667.87
35107,4659.62
16275,4667.87
867,4659.62
23123,4659.62
9427,3215.99
28259,4667.87
10283,4667.87
29115,4667.87
4291,4667.87
21411,3215.99
34251,4667.87
11139,4659.62
17131,4667.87
36819,4659.62
26547,4659.62
18843,4667.87
13707,4659.62
39387,3215.99
37675,4659.62
11995,4659.62
6003,4667.87
14563,4659.62
23979,4659.62
40243,4667.87
20555,4667.87
35963,4659.62
29971,4667.87
15419,3215.99
6859,4667.87
38531,4659.62
12851,4659.62
27403,3215.99
17987,4667.87
24835,4659.62
11,4659.62
1723,4659.62
31683,4667.87
8572,5220.78
22268,5220.78
23124,5350.15
33396,3838.3
40244,5220.78
3436,3838.3
7716,5220.78
13708,5350.15
5148,5220.78
28260,5220.78
2580,5350.15
29972,5220.78
9428,3838.3
20556,5220.78
36820,5350.15
35964,5350.15
23980,5350.15
15420,3838.3
6860,5220.78
32540,5220.78
19700,5220.78
39388,3838.3
35108,5350.15
10284,5220.78
29116,5220.78
16276,5220.78
12,5350.15
21412,3838.3
4292,5220.78
11140,5350.15
17132,5220.78
12852,5350.15
26548,5350.15
868,5350.15
30828,5220.78
27404,3838.3
24836,5350.15
31684,5220.78
6004,5220.78
34252,5220.78
14564,5350.15
18844,5220.78
37676,5350.15
38532,5350.15
17988,5220.78
1724,5350.15
11996,5350.15
25692,5350.15
21413,3487.29
24837,4904.53
3437,3487.29
9429,3487.29
23981,4904.53
35109,4904.53
39389,3487.29
4293,4755.61
7717,4755.61
34253,4755.61
15421,3487.29
22269,4755.61
28261,4755.61
26549,4904.53
13709,4904.53
36821,4904.53
23125,4904.53
16277,4755.61
29117,4755.61
40245,4755.61
14565,4904.53
35965,4904.53
11141,4904.53
17133,4755.61
8573,4755.61
32541,4755.61
5149,4755.61
30829,4755.61
20557,4755.61
37677,4904.53
10285,4755.61
11997,4904.53
25693,4904.53
12853,4904.53
29973,4755.61
2581,4904.53
19701,4755.61
27405,3487.29
6861,4755.61
38533,4904.53
33397,3487.29
13,4904.53
1725,4904.53
869,4904.53
31685,4755.61
17989,4755.61
6005,4755.61
18845,4755.61
5150,4411.52
3438,3038.14
13710,4365.04
39390,3038.14
35110,4365.04
2582,4365.04
23982,4365.04
8574,4411.52
36822,4365.04
23126,4365.04
26550,4365.04
30830,4411.52
14566,4365.04
29974,4411.52
21414,3038.14
4294,4411.52
11142,4365.04
22270,4411.52
28262,3038.14
32542,4411.52
19702,4411.52
38534,4365.04
24838,4365.04
10286,4411.52
29118,4411.52
1726,4365.04
20558,4411.52
16278,4411.52
40246,4411.52
34254,4411.52
25694,4365.04
15422,3038.14
12854,4365.04
14,4365.04
18846,4411.52
870,4365.04
9430,3038.14
33398,3038.14
6006,4411.52
37678,4365.04
11998,4365.04
6862,4411.52
35966,4365.04
7718,4411.52
17134,4411.52
27406,3038.14
31686,4411.52
17990,4411.52
3439,3305.75
16279,4858.33
23127,4781.95
13711,4781.95
30831,4858.33
22271,4858.33
20559,4858.33
35111,4781.95
34255,4858.33
39391,3305.75
23983,4781.95
28263,4858.33
15423,3305.75
29975,4858.33
5151,4858.33
36823,4781.95
10287,4858.33
26551,4781.95
871,4781.95
11999,4781.95
1727,4781.95
4295,4858.33
35967,4781.95
2583,4781.95
8575,4858.33
11143,4781.95
18847,4858.33
19703,4858.33
38535,4781.95
24839,4781.95
29119,4858.33
27407,3305.75
17991,4858.33
17135,4858.33
40247,4858.33
14567,4781.95
25695,4781.95
33399,3305.75
15,4781.95
12855,4781.95
32543,4858.33
21415,3305.75
6863,4858.33
9431,3305.75
7719,4858.33
6007,4858.33
37679,4781.95
31687,4858.33
29976,5462.51
10288,5462.51
3440,3963.58
8576,5462.51
15424,3963.58
17136,5462.51
872,5625.45
5152,5462.51
35112,5625.45
28264,3963.58
32544,5462.51
17992,5462.51
20560,5462.51
23128,5625.45
29120,5462.51
21416,3963.58
2584,5625.45
22272,5462.51
11144,5625.45
6864,5462.51
26552,5625.45
36824,5625.45
24840,5625.45
27408,3963.58
33400,3963.58
39392,3963.58
40248,5462.51
4296,5462.51
31688,5462.51
35968,5625.45
23984,5625.45
12856,5625.45
9432,3963.58
16,5625.45
38536,5625.45
34256,5462.51
14568,5625.45
7720,5462.51
25696,5625.45
30832,5462.51
37680,5625.45
1728,5625.45
18848,5462.51
6008,5462.51
19704,5462.51
13712,5625.45
12000,5625.45
16280,5462.51
3441,4701.67
15425,4701.67
33401,4701.67
10289,6991.04
22273,6991.04
28265,6991.04
23129,6783.03
9433,4701.67
30833,6991.04
34257,6991.04
8577,6991.04
11145,6783.03
27409,4701.67
19705,6991.04
35113,6783.03
24841,6783.03
36825,6783.03
39393,4701.67
29121,6991.04
14569,6783.03
21417,4701.67
2585,6783.03
4297,6991.04
35969,6783.03
26553,6783.03
23985,6783.03
32545,6991.04
5153,6991.04
29977,6991.04
38537,6783.03
7721,6991.04
13713,6783.03
37681,6783.03
16281,6991.04
20561,6991.04
40249,6991.04
17137,6991.04
31689,6991.04
6865,6991.04
12857,6783.03
25697,6783.03
17,6783.03
1729,6783.03
18849,6991.04
6009,6991.04
17993,6991.04
12001,6783.03
873,6783.03
22274,6682.87
33402,4901.34
2586,6630.14
23130,6630.14
28266,6682.87
35114,6630.14
35970,6630.14
8578,6682.87
9434,4901.34
10290,6682.87
15426,4901.34
24842,6630.14
29978,6682.87
7722,6682.87
39394,4901.34
14570,6630.14
37682,6630.14
23986,6630.14
4298,6682.87
30834,6682.87
26554,6630.14
3442,4901.34
12858,6630.14
13714,6630.14
29122,6682.87
27410,4901.34
18850,6682.87
40250,6682.87
16282,6682.87
21418,4901.34
34258,6682.87
18,6630.14
11146,6630.14
17138,6682.87
36826,6630.14
874,6630.14
38538,6630.14
25698,6630.14
31690,6682.87
5154,6682.87
20562,6682.87
32546,6682.87
6866,6682.87
17994,6682.87
19706,6682.87
12002,6630.14
1730,6630.14
6010,6682.87
4299,7140.3
24843,6967.97
29123,7140.3
34259,7140.3
3443,4775.53
35115,6967.97
13715,6967.97
8579,7140.3
10291,7140.3
25699,6967.97
35971,6967.97
23131,6967.97
21419,4775.53
36827,6967.97
30835,7140.3
15427,4775.53
7723,7140.3
27411,4775.53
875,6967.97
38539,6967.97
2587,6967.97
16283,7140.3
20563,7140.3
37683,6967.97
22275,7140.3
11147,6967.97
28267,7140.3
32547,7140.3
17139,7140.3
19707,7140.3
9435,4775.53
33403,4775.53
40251,7140.3
14571,6967.97
31691,7140.3
17995,7140.3
12003,6967.97
23987,6967.97
12859,6967.97
5155,7140.3
6011,7140.3
26555,6967.97
18851,7140.3
1731,6967.97
39395,4775.53
29979,7140.3
19,6967.97
6867,7140.3
34260,6664.69
3444,4901.35
40252,6664.69
23132,6593.71
9436,4901.35
5156,6664.69
14572,6593.71
22276,6664.69
11148,6593.71
19708,6664.69
33404,4901.35
10292,6664.69
13716,6593.71
2588,6593.71
25700,6593.71
37684,6593.71
8580,6664.69
31692,6664.69
15428,4901.35
35116,6593.71
36828,6593.71
32548,6664.69
18852,6664.69
38540,6593.71
7724,6664.69
29980,6664.69
21420,4901.35
20564,6664.69
1732,6593.71
4300,6664.69
20,6593.71
35972,6593.71
28268,6664.69
17140,6664.69
24844,6593.71
16284,6664.69
27412,4901.35
17996,6664.69
26556,6593.71
6868,6664.69
12860,6593.71
30836,6664.69
876,6593.71
39396,4901.35
29124,6664.69
6012,6664.69
23988,6593.71
12004,6593.71
2589,6975.23
9437,5138
33405,5138
14573,6975.23
5157,7022.25
3445,5138
35117,6975.23
23133,6975.23
4301,7022.25
8581,7022.25
34261,7022.25
21421,5138
28269,7022.25
15429,5138
30837,7022.25
20565,7022.25
7725,7022.25
39397,5138
10293,7022.25
36829,6975.23
29125,7022.25
16285,7022.25
877,6975.23
31693,7022.25
22277,7022.25
17141,7022.25
35973,6975.23
26557,6975.23
38541,6975.23
18853,7022.25
13717,6975.23
24845,6975.23
40253,7022.25
6013,7022.25
1733,6975.23
11149,6975.23
25701,6975.23
32549,7022.25
23989,6975.23
17997,7022.25
19709,7022.25
29981,7022.25
27413,5138
12005,6975.23
6869,7022.25
12861,6975.23
21,6975.23
37685,6975.23
21422,4731.36
34262,6283.21
9438,4731.36
40254,6283.21
16286,6283.21
4302,6283.21
2590,6345.03
7726,6283.21
30838,6283.21
15430,4731.36
23134,6345.03
31694,6283.21
20566,6283.21
39398,4731.36
14574,6345.03
3446,4731.36
5158,6283.21
1734,6345.03
17142,6283.21
29982,6283.21
35118,6345.03
18854,6283.21
13718,6345.03
38542,6345.03
28270,6283.21
10294,6283.21
29126,6283.21
878,6345.03
26558,6345.03
32550,6283.21
22278,6283.21
8582,6283.21
17998,6283.21
24846,6345.03
33406,4731.36
6014,6283.21
23990,6345.03
35974,6345.03
6870,6283.21
37686,6345.03
12006,6345.03
22,6345.03
19710,6283.21
25702,6345.03
27414,4731.36
11150,6345.03
12862,6345.03
36830,6345.03
2591,6840.97
28271,6985.25
14575,6840.97
40255,6985.25
17143,6985.25
21423,4765.74
3447,4765.74
22279,6985.25
12007,6840.97
1735,6840.97
29983,6985.25
24847,6840.97
23991,6840.97
35975,6840.97
6015,6985.25
20567,6985.25
5159,6985.25
35119,6840.97
37687,6840.97
38543,6840.97
879,6840.97
6871,6985.25
16287,6985.25
27415,4765.74
15431,4765.74
26559,6840.97
12863,6840.97
29127,6985.25
13719,6840.97
33407,4765.74
39399,4765.74
17999,6985.25
23135,6840.97
34263,6985.25
25703,6840.97
30839,6985.25
8583,6985.25
36831,6840.97
32551,6985.25
31695,6985.25
10295,6985.25
18855,6985.25
9439,4765.74
4303,6985.25
19711,6985.25
23,6840.97
11151,6840.97
7727,6985.25
15432,4271.08
28272,4271.08
20568,5769.26
3448,4271.08
1736,5879.89
17144,5769.26
27416,4271.08
33408,4271.08
22280,5769.26
40256,5769.26
12864,5879.89
13720,5879.89
9440,4271.08
11152,5879.89
8584,5769.26
29128,5769.26
2592,5879.89
880,5879.89
38544,5879.89
6872,5769.26
35976,5879.89
34264,4271.08
39400,4271.08
10296,5769.26
23136,5879.89
7728,5769.26
25704,5879.89
23992,5879.89
14576,5879.89
4304,5769.26
5160,5769.26
30840,5769.26
18000,5769.26
37688,5879.89
21424,4271.08
35120,5879.89
24,5879.89
36832,5879.89
24848,5879.89
31696,5769.26
16288,5769.26
12008,5879.89
26560,5879.89
19712,5769.26
18856,5769.26
29984,5769.26
6016,5769.26
32552,5769.26
20569,6849.94
29129,6849.94
881,6766.31
28273,6849.94
10297,6849.94
27417,5003.69
39401,5003.69
23137,6766.31
21425,5003.69
22281,6849.94
2593,6766.31
8585,6849.94
23993,6766.31
33409,5003.69
5161,6849.94
19713,6849.94
24849,6766.31
9441,5003.69
35121,6766.31
13721,6766.31
40257,6849.94
29985,6849.94
14577,6766.31
34265,6849.94
16289,6849.94
15433,5003.69
35977,6766.31
26561,6766.31
30841,6849.94
36833,6766.31
17145,6849.94
7729,6849.94
4305,6849.94
25705,6766.31
1737,6766.31
31697,6849.94
11153,6766.31
25,6766.31
18857,6849.94
38545,6766.31
3449,5003.69
6017,6849.94
18001,6849.94
6873,6849.94
37689,6766.31
32553,6849.94
12009,6766.31
12865,6766.31
28274,5001.32
27418,3530.56
33410,3530.56
2594,4875.08
1738,4875.08
16290,5001.32
7730,5001.32
8586,5001.32
4306,5001.32
9442,3530.56
35122,4875.08
29130,5001.32
23138,4875.08
10298,5001.32
21426,3530.56
34266,5001.32
36834,4875.08
31698,5001.32
18002,5001.32
13722,4875.08
14578,4875.08
26,4875.08
24850,4875.08
3450,3530.56
15434,3530.56
39402,3530.56
882,4875.08
29986,5001.32
22282,5001.32
25706,4875.08
6874,5001.32
5162,5001.32
23994,4875.08
30842,5001.32
6018,5001.32
12866,4875.08
17146,5001.32
38546,4875.08
11154,4875.08
12010,4875.08
26562,4875.08
40258,5001.32
18858,5001.32
32554,5001.32
35978,4875.08
19714,5001.32
20570,5001.32
37690,4875.08
8587,6725.38
27419,5057.42
22283,6725.38
35123,6613.47
40259,6725.38
34267,6725.38
7731,6725.38
2595,6613.47
39403,5057.42
19715,6725.38
4307,6725.38
15435,5057.42
14579,6613.47
21427,5057.42
23139,6613.47
33411,5057.42
11155,6613.47
17147,6725.38
1739,6613.47
10299,6725.38
38547,6613.47
20571,6725.38
35979,6613.47
31699,6725.38
29987,6725.38
23995,6613.47
13723,6613.47
30843,6725.38
9443,5057.42
28275,5057.42
29131,6725.38
6019,6725.38
883,6613.47
3451,5057.42
16291,6725.38
32555,6725.38
6875,6725.38
25707,6613.47
26563,6613.47
18859,6725.38
36835,6613.47
5163,6725.38
12011,6613.47
12867,6613.47
18003,6725.38
37691,6613.47
27,6613.47
24851,6613.47
27420,4799
34268,7104.62
9444,4799
23140,6909.55
7732,7104.62
14580,6909.55
33412,4799
21428,4799
8588,7104.62
28276,7104.62
40260,7104.62
3452,4799
13724,6909.55
2596,6909.55
19716,7104.62
35124,6909.55
12012,6909.55
4308,7104.62
1740,6909.55
20572,7104.62
5164,7104.62
15436,4799
26564,6909.55
32556,7104.62
17148,7104.62
884,6909.55
29132,7104.62
36836,6909.55
29988,7104.62
35980,6909.55
22284,7104.62
23996,6909.55
11156,6909.55
38548,6909.55
39404,4799
6876,7104.62
28,6909.55
6020,7104.62
37692,6909.55
10300,7104.62
16292,7104.62
12868,6909.55
18860,7104.62
30844,7104.62
24852,6909.55
25708,6909.55
18004,7104.62
31700,7104.62
2597,6439.2
21429,5087.98
13725,6439.2
20573,6545.21
40261,6545.21
35125,6439.2
33413,5087.98
9445,5087.98
10301,6545.21
8589,6545.21
34269,6545.21
27421,5087.98
3453,5087.98
22285,6545.21
28277,6545.21
23141,6439.2
1741,6439.2
7733,6545.21
24853,6439.2
36837,6439.2
15437,5087.98
885,6439.2
14581,6439.2
4309,6545.21
29133,6545.21
11157,6439.2
5165,6545.21
30845,6545.21
26565,6439.2
19717,6545.21
38549,6439.2
39405,5087.98
17149,6545.21
6021,6545.21
12013,6439.2
23997,6439.2
35981,6439.2
16293,6545.21
12869,6439.2
18861,6545.21
25709,6439.2
6877,6545.21
32557,6545.21
31701,6545.21
37693,6439.2
29989,6545.21
29,6439.2
18005,6545.21
14582,5978.96
7734,5838.36
5166,5838.36
40262,5838.36
27422,4406.5
35126,5978.96
28278,5838.36
10302,5838.36
3454,4406.5
1742,5978.96
39406,4406.5
19718,5838.36
23142,5978.96
15438,4406.5
29134,5838.36
21430,4406.5
2598,5978.96
33414,4406.5
22286,5838.36
8590,5838.36
34270,5838.36
26566,5978.96
38550,5978.96
13726,5978.96
30846,5838.36
24854,5978.96
9446,4406.5
12014,5978.96
20574,5838.36
4310,5838.36
29990,5838.36
31702,5838.36
23998,5978.96
11158,5978.96
6878,5838.36
35982,5978.96
30,5978.96
886,5978.96
17150,5838.36
36838,5978.96
32558,5838.36
16294,5838.36
12870,5978.96
25710,5978.96
18862,5838.36
18006,5838.36
6022,5838.36
37694,5978.96
33415,3601.25
14583,5106.94
40263,4943.63
21431,3601.25
23143,5106.94
7735,4943.63
15439,3601.25
39407,3601.25
4311,4943.63
9447,3601.25
10303,4943.63
887,5106.94
22287,4943.63
29991,4943.63
3455,3601.25
2599,5106.94
26567,5106.94
38551,5106.94
24855,5106.94
13727,5106.94
29135,4943.63
20575,4943.63
36839,5106.94
28279,3601.25
23999,5106.94
8591,4943.63
34271,4943.63
17151,4943.63
32559,4943.63
31,5106.94
5167,4943.63
25711,5106.94
1743,5106.94
27423,3601.25
11159,5106.94
19719,4943.63
6879,4943.63
31703,4943.63
37695,5106.94
16295,4943.63
35983,5106.94
12871,5106.94
35127,5106.94
18007,4943.63
18863,4943.63
12015,5106.94
30847,4943.63
6023,4943.63
13728,5597.56
21432,4066.25
5168,5495.28
27424,4066.25
23144,5597.56
14584,5597.56
22288,5495.28
3456,4066.25
24856,5597.56
8592,5495.28
19720,5495.28
39408,4066.25
888,5597.56
38552,5597.56
10304,5495.28
1744,5597.56
7736,5495.28
29136,5495.28
11160,5597.56
34272,5495.28
28280,5495.28
2600,5597.56
15440,4066.25
35984,5597.56
17152,5495.28
40264,5495.28
33416,4066.25
35128,5597.56
29992,5495.28
24000,5597.56
4312,5495.28
16296,5495.28
25712,5597.56
30848,5495.28
37696,5597.56
26568,5597.56
32,5597.56
20576,5495.28
36840,5597.56
9448,4066.25
31704,5495.28
6024,5495.28
12872,5597.56
12016,5597.56
32560,5495.28
6880,5495.28
18864,5495.28
18008,5495.28
33417,3545.42
3457,3545.42
17153,4935.38
22289,4935.38
13729,5076.42
15441,3545.42
35129,5076.42
38553,5076.42
1745,5076.42
23145,5076.42
40265,4935.38
20577,4935.38
8593,4935.38
21433,3545.42
26569,5076.42
19721,4935.38
5169,4935.38
30849,4935.38
7737,4935.38
39409,3545.42
10305,4935.38
889,5076.42
12017,5076.42
4313,4935.38
2601,5076.42
25713,5076.42
28281,4935.38
12873,5076.42
32561,4935.38
33,5076.42
18865,4935.38
24857,5076.42
9449,3545.42
27425,3545.42
29137,4935.38
34273,4935.38
29993,4935.38
14585,5076.42
6025,4935.38
16297,4935.38
18009,4935.38
11161,5076.42
35985,5076.42
6881,4935.38
24001,5076.42
36841,5076.42
31705,4935.38
37697,5076.42
20578,6744.89
22290,6744.89
23146,6578.67
10306,6744.89
19722,6744.89
38554,6578.67
28282,6744.89
40266,6744.89
29138,6744.89
2602,6578.67
18866,6744.89
7738,6744.89
5170,6744.89
30850,6744.89
1746,6578.67
29994,6744.89
39410,4551.43
27426,4551.43
14586,6578.67
34274,6744.89
36842,6578.67
21434,4551.43
34,6578.67
35986,6578.67
3458,4551.43
26570,6578.67
24858,6578.67
890,6578.67
8594,6744.89
9450,4551.43
6026,6744.89
4314,6744.89
37698,6578.67
18010,6744.89
32562,6744.89
11162,6578.67
35130,6578.67
33418,4551.43
13730,6578.67
12018,6578.67
25714,6578.67
16298,6744.89
31706,6744.89
24002,6578.67
6882,6744.89
17154,6744.89
15442,4551.43
12874,6578.67
29995,4797.12
27427,3386.25
26571,4696.74
23147,4696.74
13731,4696.74
29139,4797.12
1747,4696.74
10307,4797.12
17155,4797.12
30851,4797.12
22291,4797.12
2603,4696.74
28283,3386.25
12019,4696.74
35987,4696.74
32563,4797.12
5171,4797.12
3459,3386.25
33419,3386.25
9451,3386.25
891,4696.74
34275,4797.12
6883,4797.12
40267,4797.12
14587,4696.74
19723,4797.12
36843,4696.74
24003,4696.74
11163,4696.74
35131,4696.74
38555,4696.74
15443,3386.25
7739,4797.12
21435,3386.25
8595,4797.12
18867,4797.12
12875,4696.74
16299,4797.12
35,4696.74
25715,4696.74
20579,4797.12
24859,4696.74
39411,3386.25
6027,4797.12
4315,4797.12
31707,4797.12
18011,4797.12
37699,4696.74
29996,6362.55
38556,6241.77
10308,6362.55
892,6241.77
39412,4753.92
24860,6241.77
27428,4753.92
8596,6362.55
2604,6241.77
28284,6362.55
3460,4753.92
35132,6241.77
35988,6241.77
15444,4753.92
17156,6362.55
11164,6241.77
33420,4753.92
40268,6362.55
22292,6362.55
23148,6241.77
24004,6241.77
16300,6362.55
26572,6241.77
18868,6362.55
19724,6362.55
9452,4753.92
13732,6241.77
34276,6362.55
29140,6362.55
21436,4753.92
20580,6362.55
32564,6362.55
12876,6241.77
25716,6241.77
6884,6362.55
31708,6362.55
30852,6362.55
5172,6362.55
7740,6362.55
37700,6241.77
14588,6241.77
36844,6241.77
6028,6362.55
18012,6362.55
12020,6241.77
36,6241.77
4316,6362.55
1748,6241.77
33421,4832.6
7741,6387.1
22293,6387.1
27429,4832.6
11165,6311.25
8597,6387.1
893,6311.25
3461,4832.6
35133,6311.25
9453,4832.6
2605,6311.25
10309,6387.1
14589,6311.25
24005,6311.25
16301,6387.1
26573,6311.25
32565,6387.1
23149,6311.25
13733,6311.25
39413,4832.6
24861,6311.25
29141,6387.1
20581,6387.1
40269,6387.1
34277,6387.1
4317,6387.1
25717,6311.25
12877,6311.25
6885,6387.1
28285,6387.1
5173,6387.1
38557,6311.25
